Date	Route	Rating	Notes	URL	Pitches	Location	Avg Stars	Your Stars	Style	Lead Style	Route Type	Your Rating
2017-07-02	Swanson Arete	5.5 4b 13 IV+ 11 MS 4a	Led pitches 1 and 3	https://www.mountainproject.com/v/swanson-arete/105748651	3	Colorado : Boulder : Eldorado Canyon SP : Redgarden Wall : Redgarden - Lumpe to the to...	3.1	-1	Lead	Onsight	Trad	
2017-07-02	Batso Canal	5.10b/c 6b 20 VII 20 E2 5b		https://www.mountainproject.com/v/batso-canal/106220088	1	Colorado : Golden : Clear Creek Canyon : The Canal Zone	2.7	-1			Sport	
2017-07-02	Panama Red	5.10- 6a 18 VI+ 18 E1 5a		https://www.mountainproject.com/v/panama-red/106210200	1	Colorado : Golden : Clear Creek Canyon : The Canal Zone	2.6	-1	Lead	Onsight	Sport	
2017-07-02	Gondolier Arete	5.10a 6a 18 VI+ 18 E1 5a		https://www.mountainproject.com/v/gondolier-arete/106210217	1	Colorado : Golden : Clear Creek Canyon : The Canal Zone	2.3	-1	Lead	Onsight	Sport	
2017-07-02	Beasto	5.10- 6a 18 VI+ 18 E1 5a		https://www.mountainproject.com/v/beasto/106243288	1	Colorado : Golden : Clear Creek Canyon : The Canal Zone	2.4	-1	Lead		Sport	
2017-07-02	Skimbleshanks	5.8- 5b 16 VI- 14 VS 4c		https://www.mountainproject.com/v/skimbleshanks/105749530	1	Colorado : Golden : Clear Creek Canyon : The Catslab	2.9	-1	Lead	Onsight	Sport	
2017-06-30	Breezy	5.5 4b 13 IV+ 11 MS 4a	Led 1st pitch 	https://www.mountainproject.com/v/breezy/105750472	2	Colorado : Boulder : Eldorado Canyon SP : The Wind Tower : Wind Tower - SW Face	2.4	-1	Lead	Onsight	Trad	
2017-06-16	Dennis	5.5 4b 13 IV+ 11 MS 4a		https://www.mountainproject.com/v/dennis/105968655	2	New York : The Gunks : The Trapps : b. Jackie and friends	2.4	-1	Lead	Onsight	Trad	
2017-06-16	Three Pines	5.3 3+ 10 III 9 VD 3a	Followed pitches 2 and 3	https://www.mountainproject.com/v/three-pines/105799108	3	New York : The Gunks : The Trapps : e. The Mac Wall (Something ...	3.0	-1	Lead	Onsight	Trad	
2017-06-16	Yale	5.3 3+ 10 III 9 VD 3a		https://www.mountainproject.com/v/yale/109149831	1	New York : The Gunks : The Trapps : a2. The Uberfall - right	1.6	-1	Lead	Onsight	Trad	
2017-06-16	Betty	5.3 3+ 10 III 9 VD 3a		https://www.mountainproject.com/v/betty/105920873	2	New York : The Gunks : The Trapps : b. Jackie and friends	2.7	-1	Follow		Trad	
2017-06-02	Easy Overhang	5.2 3 8 II 8 D 2c		https://www.mountainproject.com/v/easy-overhang/106034654	2	New York : The Gunks : The Trapps : c. Frog's Head - the Arch	2.8	-1	Lead	Onsight	Trad	
2017-05-21	Dirty Swing	5.7 5a 15 V+ 13 MVS 4b	Sent, fun climb 	https://www.mountainproject.com/v/dirty-swing/106381405	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Orange Sunshine Wall	1.6	-1			Sport	
2017-04-23	Easy Overhang	5.2 3 8 II 8 D 2c	Led the second pitch, lots of fun 	https://www.mountainproject.com/v/easy-overhang/106034654	1	New York : The Gunks : The Trapps : c. Frog's Head - the Arch	2.8	-1			Trad	
2017-04-23	Betty	5.3 3+ 10 III 9 VD 3a	Led, really fun 	https://www.mountainproject.com/v/betty/105920873	1	New York : The Gunks : The Trapps : b. Jackie and friends	2.7	-1			Trad	
2017-04-16	CCK Direct	5.9 5c 17 VI 17 HVS 5a PG13	Followed with the first pitch erect direction 	https://www.mountainproject.com/v/cck-direct/105801940	1	New York : The Gunks : The Trapps : h. The Arrow Wall - CCK	3.8	-1			Trad	
2017-04-16	Bonnie's Roof	5.9 5c 17 VI 17 HVS 5a	Followed, fun route 	https://www.mountainproject.com/v/bonnies-roof/105801433	1	New York : The Gunks : The Trapps : i. High E	3.8	-1			Trad	
2017-04-16	Erect Direction	5.10c 6b 20 VII 20 E2 5b	Followed first pitch	https://www.mountainproject.com/v/erect-direction/105799041	1	New York : The Gunks : The Trapps : h. The Arrow Wall - CCK	3.7	-1			Trad	
2017-04-02	Modern Times	5.8+ 5b 16 VI- 15 HVS 4c	Followed, wet at the crux move but still really fun	https://www.mountainproject.com/v/modern-times/105799085	2	New York : The Gunks : The Trapps : h. The Arrow Wall - CCK	3.6	-1			Trad	
2017-04-02	High Exposure	5.6 4c 14 V 12 S 4b		https://www.mountainproject.com/v/high-exposure/105798994	2	New York : The Gunks : The Trapps : i. High E	3.8	-1			Trad	
2017-04-02	Directissima	5.9 5c 17 VI 17 HVS 5a	Fun route, first pitch has some nice balancey parts	https://www.mountainproject.com/v/directissima/105799563	2	New York : The Gunks : The Trapps : i. High E	3.7	-1			Trad	
2017-03-27	 Murano	5.10c 6b 20 VII 20 E2 5b	TR'ed, fun route	https://www.mountainproject.com/v/-murano/106125082	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : The Gallery	2.7	-1			Sport	
2017-03-27	27 Years of Climbing	5.8 5b 16 VI- 15 HVS 4c	Led, probably best 5.8 I've done	https://www.mountainproject.com/v/27-years-of-climbing/106125099	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : The Gallery	3.5	-1			Sport	
2017-03-27	A Brief History of Climb	5.10b 6a+ 19 VII- 19 E2 5b	TR'ed, some epic rests	https://www.mountainproject.com/v/a-brief-history-of-climb/106125070	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : The Gallery	3.7	-1			Sport	
2017-03-27	Johnny B. Good	5.11a 6c 22 VII+ 22 E3 5c	TR'ed, cool roof finish	https://www.mountainproject.com/v/johnny-b-good/106154626	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : The Gallery	3.3	-1			Sport	
2017-03-27	Mona Lisa Overdrive 	5.11b 6c 23 VIII- 23 E3 5c	TR'ed, awesome bubble. Got caught in the rain	https://www.mountainproject.com/v/mona-lisa-overdrive-/106925375	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : Solar Collector/Gold Coast	2.8	-1			Sport	
2017-03-27	Decline of Western Civilization	5.10a 6a 18 VI+ 18 E1 5a	Led, fun climb	https://www.mountainproject.com/v/decline-of-western-civilization/107878537	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : Solar Collector/Gold Coast	2.3	-1			Sport	
2017-03-27	Make  A Wish	5.10a/b 6a+ 19 VI+ 19 E2 5b	Led, cool finish!	https://www.mountainproject.com/v/make-a-wish/106081926	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : Drive-By Crag	2.4	-1			Sport	
2017-03-27	Whip-Stocking	5.11a 6c 22 VII+ 22 E3 5c	TR'ed, tough to stay on the wall towards the end	https://www.mountainproject.com/v/whip-stocking/106081917	1	Kentucky : Red River Gorge : Pendergrass-Murray Recreati... : Drive-By Crag	3.6	-1			Sport	
2017-03-27	AWOL	5.10a 6a 18 VI+ 18 E1 5a		https://www.mountainproject.com/v/awol/105880940	1	Kentucky : Red River Gorge : Graining Fork Nature Preser...	2.9	-1	Lead		Sport	
2017-03-27	Up Yonder	5.11b 6c 23 VIII- 23 E3 5c		https://www.mountainproject.com/v/up-yonder/105901381	1	Kentucky : Red River Gorge : Graining Fork Nature Preser...	3.0	-1	TR		Sport	
2016-10-16	Sunless in Seattle	5.7 5a 15 V+ 13 MVS 4b	Fun little slab climb	https://www.mountainproject.com/v/sunless-in-seattle/106384850	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Beer Wall (Reservoir Level)	2.0	-1			Sport	
2016-10-16	Rain Check Direct	5.7+ 5a 15 V+ 13 MVS 4b	Fun, short	https://www.mountainproject.com/v/rain-check-direct/106931093	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Main Wall	1.5	-1			Sport	
2016-10-16	Arocknophobia	5.7 5a 15 V+ 13 MVS 4b	Fun, short	https://www.mountainproject.com/v/arocknophobia/106931088	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Main Wall	1.5	-1			Sport	
2016-10-16	Itching to Climb	5.8- 5b 16 VI- 14 VS 4c	Fun slab with good holds	https://www.mountainproject.com/v/itching-to-climb/106381102	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Main Wall	2.6	-1			Sport	
2016-10-03	Shockley's Ceiling	5.6 4c 14 V 12 S 4b		https://www.mountainproject.com/v/shockleys-ceiling/105799687	3	New York : The Gunks : The Trapps : d. Strictly - Shockley's	3.5	-1			Trad	
2016-10-03	Three Pines	5.3 3+ 10 III 9 VD 3a		https://www.mountainproject.com/v/three-pines/105799108	3	New York : The Gunks : The Trapps : e. The Mac Wall (Something ...	3.0	-1			Trad	
2016-09-14	Pippy the Zenhead	5.9 5c 17 VI 17 HVS 5a	Led, 1 fall	https://www.mountainproject.com/v/pippy-the-zenhead/106170901	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Upper Gorge : Gorgeous Towers	2.4	-1			Sport	
2016-09-14	Cinderella	5.9 5c 17 VI 17 HVS 5a	Led, 1 fall	https://www.mountainproject.com/v/cinderella/105971555	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Upper Gorge : All You Can Eat	2.7	-1			Sport	
2016-09-14	Crotalulsley Challenged	5.6 4c 14 V 12 S 4b	Led	https://www.mountainproject.com/v/crotalulsley-challenged/106546516	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Upper Gorge : All You Can Eat	1.9	-1			Sport	
2016-09-14	Heart of the Sun	5.9 5c 17 VI 17 HVS 5a	Toproped	https://www.mountainproject.com/v/heart-of-the-sun/105897050	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Central Gorge : Great Wall of China	3.1	-1			Sport	
2016-09-14	Breaking Wind	5.7 5a 15 V+ 13 MVS 4b	Led	https://www.mountainproject.com/v/breaking-wind/107609133	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Central Gorge : Warm Up Wall	2.3	-1			Sport	
2016-09-14	High Seas	5.7 5a 15 V+ 13 MVS 4b	Led	https://www.mountainproject.com/v/high-seas/105897513	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Central Gorge : Warm Up Wall	2.4	-1			Sport	
2016-09-14	Crowd Pleaser	5.9 5c 17 VI 17 HVS 5a	Led, 2 takes	https://www.mountainproject.com/v/crowd-pleaser/105897024	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Central Gorge : Warm Up Wall	2.7	-1			Sport	
2016-09-14	Babushka	5.8 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/babushka/105896621	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Central Gorge : Warm Up Wall	2.8	-1			Sport	
2016-09-14	String of Pearls	5.8 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/string-of-pearls/109027777	1	California : Sierra Eastside : Bishop Area : Owens River Gorge : Central Gorge : Warm Up Wall	2.6	-1			Sport	
2016-08-21	The Maltese Falcon	5.8 5b 16 VI- 15 HVS 4c	Sent!	https://www.mountainproject.com/v/the-maltese-falcon/107543321	1	New Hampshire : *Rumney : Armed and Dangerous Area (M...	2.2	-1			Sport	
2016-08-21	The Big Easy	5.7 5a 15 V+ 13 MVS 4b	Sent!	https://www.mountainproject.com/v/the-big-easy/106052151	2	New Hampshire : *Rumney : Armed and Dangerous Area (M...	2.5	-1			Sport	
2016-08-21	Toxic Gumbo	5.8 5b 16 VI- 15 HVS 4c	Sent!	https://www.mountainproject.com/v/toxic-gumbo/106148885	1	New Hampshire : *Rumney : Armed and Dangerous Area (M...	2.5	-1			Sport	
2016-08-21	The Sand People	5.8+ 5b 16 VI- 15 HVS 4c	Sent!	https://www.mountainproject.com/v/the-sand-people/105917400	1	New Hampshire : *Rumney : Darth Vader	2.0	-1			Sport	
2016-08-21	Masterpiece	5.10a 6a 18 VI+ 18 E1 5a	1 take on lead	https://www.mountainproject.com/v/masterpiece/105878204	1	New Hampshire : *Rumney : Bonsai	3.1	-1			Sport	
2016-08-21	War and  Peace	5.9+ 5c 17 VI 17 E1 5a	Led 1 take	https://www.mountainproject.com/v/war-and-peace/105878619	1	New Hampshire : *Rumney : Bonsai	2.7	-1			Sport	
2016-08-20	Raven	5.8 5b 16 VI- 15 HVS 4c	Sent!	https://www.mountainproject.com/v/raven/105924554	1	New Hampshire : *Rumney : 5.8 Crag	1.7	-1			Sport	
2016-08-20	Asbury Park	5.7 5a 15 V+ 13 MVS 4b	Sent!	https://www.mountainproject.com/v/asbury-park/105922314	1	New Hampshire : *Rumney : 5.8 Crag	1.8	-1			Sport	
2016-08-19	Red Sea Pedestrian	5.10b 6a+ 19 VII- 19 E2 5b	Hard, many takes	https://www.mountainproject.com/v/red-sea-pedestrian/105956200	1	New Hampshire : *Rumney : The Parking Lot Wall	2.0	-1			Sport	
2016-08-19	Squeeze My Lemon	5.8 5b 16 VI- 15 HVS 4c	Sent!	https://www.mountainproject.com/v/squeeze-my-lemon/106071435	1	New Hampshire : *Rumney : The Parking Lot Wall	2.2	-1			Sport	
2016-08-19	Easily Amused	5.7 5a 15 V+ 13 MVS 4b	Toproped	https://www.mountainproject.com/v/easily-amused/105966659	1	New Hampshire : *Rumney : The Parking Lot Wall	1.7	-1			Sport	
2016-08-19	Easily Aroused	5.9 5c 17 VI 17 HVS 5a	Led, many takes	https://www.mountainproject.com/v/easily-aroused/105971474	1	New Hampshire : *Rumney : The Parking Lot Wall	1.7	-1			Sport	
2016-08-19	Rose Garden	5.7 5a 15 V+ 13 MVS 4b	Sent! Really fun	https://www.mountainproject.com/v/rose-garden/105923573	1	New Hampshire : *Rumney : The Meadows : No Money Down (Left)	1.8	-1			Sport	
2016-08-19	Mom's Pancake 	5.5 4b 13 IV+ 11 MS 4a	Sent!	https://www.mountainproject.com/v/moms-pancake-/106057691	1	New Hampshire : *Rumney : The Meadows : Center Section	2.0	-1			Sport	
2016-08-19	Hippos on Parade	5.9 5c 17 VI 17 HVS 5a	Led with many takes	https://www.mountainproject.com/v/hippos-on-parade/105961400	1	New Hampshire : *Rumney : The Meadows : Center Section	2.6	-1			Sport	
2016-08-19	Lies and Propaganda	5.9 5c 17 VI 17 HVS 5a	Led with many takes	https://www.mountainproject.com/v/lies-and-propaganda/105923839	1	New Hampshire : *Rumney : The Meadows : Center Section	2.6	-1			Sport	
2016-07-10	Clown Shoes	5.8+ 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/clown-shoes/110425313	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	2.2	-1			Sport	
2016-07-10	Liken' the Lichen	5.8 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/liken-the-lichen/109526460	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	1.7	-1			Sport	
2016-07-10	Jengaistic	5.8 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/jengaistic/109391014	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	2.2	-1			Sport	
2016-07-10	Got Choss	5.7 5a 15 V+ 13 MVS 4b	Led	https://www.mountainproject.com/v/got-choss/110938664	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	1.6	-1			Sport	
2016-07-10	Face O Meter	5.10a 6a 18 VI+ 18 E1 5a	Top roped, multiple takes	https://www.mountainproject.com/v/face-o-meter/106381198	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	2.4	-1			Sport	
2016-07-10	Zorro Corner (Son of Zorro)	5.8+ 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/zorro-corner-son-of-zorro/106381213	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	2.1	-1			Sport	
2016-07-10	Jenga	5.10a 6a 18 VI+ 18 E1 5a	Led	https://www.mountainproject.com/v/jenga/106540876	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	2.8	-1			Sport	
2016-07-10	Orange Sunshine	5.8 5b 16 VI- 15 HVS 4c	Led, 1 take	https://www.mountainproject.com/v/orange-sunshine/106381417	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Orange Sunshine Wall	2.7	-1			Sport	
2016-07-10	Face is Great - Choss is Off	5.8 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/face-is-great---choss-is-off/106920816	1	Pennsylvania : Southeastern Lowlands : Birdsboro Quarry : Zorro Wall	1.8	-1			Sport	
2016-07-05	Yoda	5.9 5c 17 VI 17 HVS 5a	Led, 2 takes	https://www.mountainproject.com/v/yoda/105906879	1	New Hampshire : *Rumney : Darth Vader	3.0	-1			Sport	
2016-07-05	Masterpiece	5.10a 6a 18 VI+ 18 E1 5a	Led	https://www.mountainproject.com/v/masterpiece/105878204	1	New Hampshire : *Rumney : Bonsai	3.1	-1			Sport	
2016-07-04	Piece of Cake	5.5 4b 13 IV+ 11 MS 4a	Led	https://www.mountainproject.com/v/piece-of-cake/106491699	1	New Hampshire : *Rumney : Jimmy Cliff	2.0	-1			Sport	
2016-07-04	Lonesome Dove	5.10a 6a 18 VI+ 18 E1 5a	Top roped, 2 takes/falls	https://www.mountainproject.com/v/lonesome-dove/105879126	1	New Hampshire : *Rumney : Jimmy Cliff	3.6	-1			Sport	
2016-07-04	Metamorphosis	5.8+ 5b 16 VI- 15 HVS 4c	Led, 1 take	https://www.mountainproject.com/v/metamorphosis/105959363	1	New Hampshire : *Rumney : Armed and Dangerous Area (M...	3.2	-1			Sport	
2016-07-04	Toxic Gumbo	5.8 5b 16 VI- 15 HVS 4c	Led, 1 take	https://www.mountainproject.com/v/toxic-gumbo/106148885	1	New Hampshire : *Rumney : Armed and Dangerous Area (M...	2.5	-1			Sport	
2016-07-04	TeacherÂ’s Pet	5.7 5a 15 V+ 13 MVS 4b	Led	https://www.mountainproject.com/v/teachers-pet/105925169	1	New Hampshire : *Rumney : Jimmy Cliff	1.8	-1			Sport	
2016-07-03	Rise and Shine	5.7 5a 15 V+ 13 MVS 4b	Led	https://www.mountainproject.com/v/rise-and-shine/105962922	1	New Hampshire : *Rumney : The Parking Lot Wall	2.4	-1			Sport	
2016-07-03	Shealyn's Way	5.7 5a 15 V+ 13 MVS 4b	Led, really cool with a nice chimney!	https://www.mountainproject.com/v/shealyns-way/105962298	1	New Hampshire : *Rumney : The Parking Lot Wall	2.7	-1			Sport	
2016-07-03	Chloe's Breakfast Special	5.8 5b 16 VI- 15 HVS 4c	Led	https://www.mountainproject.com/v/chloes-breakfast-special/105900343	1	New Hampshire : *Rumney : The Parking Lot Wall	2.5	-1			Sport	
2016-07-03	Egg McMeadows	5.9+ 5c 17 VI 17 E1 5a	Led, 2 takes	https://www.mountainproject.com/v/egg-mcmeadows/105962933	1	New Hampshire : *Rumney : The Parking Lot Wall	2.3	-1			Sport	